shabby	∫ǽbi
cybeneticist	sàibərnétəsist
cybernetics	sàibərnétiks
siberian	saibíəiən
siberia	saibíəriə
side	said
cide	sàid
sidereal	saidìəriəl
sciential	saién∫əl
scienter	saiéntər
sialography	sàiəlάgrəfi
siamese	sàiəmíʒz
cyanobacterium	sàiənoubəktíəriəm
cyanoacetylene	sàiənouəsétəlin
scientific	sàiəntífik
scientology	sàiəntάlədʒi
cyanometer	sàiənάmətər
cyanotic	sàiənάtik
sire	saiər
siphonophore	saifάnəfɔ̀ər
saigon	saigάn
cyesis	saiíʒsis
cyc	saik
psych	saik
psych	saik
psychotomimetic	saikàtoumimétik
psychedelic	sàikədélik
psychodelic	sàikədélik
psychedelicize	sàikədélisàiz
psychognosis	sàikəgnóusis
psychographics	sàikəgrǽfiks
psychologic	sàikəlάdʒik
psychological	sàikəlάdʒikəl
psychologism	sàikəlάdʒizm
psychometrics	sàikəmétriks
psychopathic	sàikəpǽθik
psychsthenic	sàikəsθénik
psychsthenia	sàikəsθíʒniə
psychedelia	sàikidíʒljə
cyclopedic	sàikləpíːdik
cyclopean	sàikləpíʒən
cyclorama	sàiklərǽmə
cycloramic	sàiklərǽmik
cyclosporine	sàikləspɔ́ʒriʒnʒ
cyclothymia	sàikləθάimiə
cyclophosphamide	sàikloùfάsfəmàid
cyclohexane	sàiklouhéksein
cyclopropane	sàikloupróupein
cyclosis	saiklóusis
cycloidal	saiklɔ́idl
cyclometer	saiklάmətər
cyclonic	saiklάnik
psychoactive	sàikouǽktiv
psychobabble	sàikoubǽbl
psychobiography	sàikoubaiάgrəfi
psychobiology	sàikoubaiάlədʒi
psychodynamics	sàikoudainǽmiks
psychogeriatrics	sàikoudʒèriǽtriks
psychoanatomy	sàikouənǽtəmi
psychopharmacology	sàikoufàərməkάlədʒi
psychopharmaceutical	sàikoufàərməsúʒtikəl
psychophysiology	sàikoufiziάlədʒi
psychogalvanic	sàikougælvǽnik
psychochemical	sàikoukémikəl
psycholinguistice	sàikouliŋgwístiks
psychomotor	sàikoumóutər
psychoneuroimmunology	sàikounjùərouimjunάlədʒi
psychoneurosis	sàikounjuəróusis
psychopathology	sàikoupəθάlədʒi
psychopaedic	sàikoupíʒdik
psychoprison	sàikouprízn
psychosomatic	sàikousəmǽtik
psychosomatics	sàikousəmǽtiks
psychosurgery	sàikousə́ʒrdʒəri
psychosynthesis	sàikousínθəsis
psychosis	saikóusis
psychotechnics	sàikoutékniks
psychotechnology	sàikouteknάlədʒi
psychotropic	sàikoutrάpik
psychotoxic	sàikoutάksik
psychotherapy	sàikouθérəpi
psychotherapeutics	sàikouθèrəpjúʒtiks
psychrotolerant	sàikroutάlərənt
psychrometer	saikrάmətər
psychiatry	saikάiətri
psychologize	saikάlədʒàiz
psychology	saikάlədʒi
psychologist	saikάlədʒist
psychometry	saikάmətri
psychopathy	saikάpəθi
psychotogen	saikάtədʒin
psychotic	saikάtik
sile	sail
psilanthropy	sailǽnθrəpi
psilanthropism	sailǽnθrəpìzm
psilocybin	sàiləsάibin
silenus	sailíʒnəs
silesia	sailíʒʒə
silesian	sailíʒʒən
cyme	saim
cimetidine	saimétədìʒnʒ
simultaneity	sàiməltəníʒəti
simoniacal	sàimənάiəkəl
sign	sain
sin	sain
sine	sain
syne	sain
signed	saind
sinaitic	sàinəítik
sinojapanese	sàinoudʒæ̀pəníʒz
sinomania	sàinouméiniə
cynocephalus	sàinouséfələs
sinotibrtan	sàinoutibétən
sirenian	sairíʒniən
cyrene	sairíʒniʒ
spicy	sàisi
cite	sait
cyte	sait
sight	sait
site	sait
citation	saitéi∫ən
sitophobia	sàitəfóubiə
cytolysin	sàitəlάisin
sitomania	sàitəméiniə
cytogenesis	sàitoudʒénəsis
cytogenetics	sàitoùdʒinétiks
cytochemistry	sàitoukémistri
cytokinin	sàitoùkάinin
cytoecology	sàitoùkάlədʒi
cytomegalovirus	sàitoùmègəlouvάiərəs
cytomorphology	sàitoumɔərfάlədʒi
cytopathogenic	sàitoupæ̀θədʒénik
cytoplasm	sàitouplæ̀zm
cytostatic	sàitoùstǽtik
cytotaxonomy	sàitoutæksάnəmi
cytotechnologist	sàitouteknάlədʒist
cytology	saitάlədʒi
cytologist	saitάlədʒist
cytolysis	sàitάləsis
size	saiz
size	saiz
sized	saizd
seism	saizm
seismographic	sàizməgrǽfik
seismicity	saizmísəti
seismography	saizmάdʒikəl
seismographer	saizmάgrəfər
seismology	saizmάlədʒi
seismometer	saizmάmitər
scioptic	saiάptik
sock	sak
sock	sak
sycosis	sakóusis
sox	saks/sɔɔks
sal	sal
solidarity	sàlədǽrəti
solecistic	sàləsístik
solubility	sàljubíləti
solmization	sàlməzéi∫ən
solstitial	salstí∫əl
solvability	sàlvəbíləti
somber	sambər
sombrero	sambrέərou
somnambulate	sammǽmbjəlèit
somnambulism	sammǽmbjlìzəm
somnambulistic	samnæ̀mbjulístik
somniferous	samnífərəs
smniloquy	samnílədwi
somnipathy	samnípəθi
sonoradiography	sànəreidiάgrəfi
sonorific	sànərífik
sonneteer	sànətíər
sonatina	sànətíʒnə
sonication	sànikéi∫ən
somnifacient	sànməféi∫ənt
sonochemistry	sànoukémistri
sop	sap
soporiferous	sàpərífərəs
soporific	sàpərífik
sot	sat
sotckpile	satkpàil
sow	sau
sour	sauər
sound	saund
sound	saund
sound	saund
sound	saund
soundcondition	saundkəndí∫ən
soundly	saundli
soundness	saundnis
saopaulo	sàuŋpάuluʒ
souse	saus
soused	saust
souwester	sàuwéstər
scythe	sauʒ
south	sauθ
southampton	sauθhǽmptən
southeaster	sàuθíʒstər
southeasterly	sàuθíʒstərli
southeastern	sàuθíʒstərn
southeastward	sàuθíʒstwərd
southwest	sàuθwést
psalm	saʒm
samizdatchik	sàʒmizdάʒtt∫ik
samizdat	sàʒmizdάʒʒt
psalmodic	saʒmάdik
sandinista	sàʒndiníʒstaʒ
sangfroid	saʒŋfrwάʒ
saar	saʒr
sard	saʒrd
sardinian	saʒrdíniən
sardine	saʒrdíʒnʒ
sardonic	saʒrdάnik
sardonyx	saʒrdάniks
sargasso	saʒrgǽsou
sarcophagus	saʒrkάfəgəs
sartorial	saʒrɔ́ʒriəl
sahrawi	saʒrάʒwiʒ
scentometer	scentάmətər
jabber	sdʒǽbər
cession	sé∫ən
session	sé∫ən
cessionary	sé∫ənèri
said	sed
sedimentation	sédəmèntei∫ən
sedimental	sédəmèntl
sediment	sédəmənt
sedentary	sédəntèri
sedative	sédətiv
sedulity	sédjùʒləti
seidlitz	sédlits
sedentarily	sèdntérəli
cedric	sédrik
sedge	sedʒ
sedgy	sédʒi
sedulous	sédʒuləs
sedulousness	sédʒuləs
sedulously	sédʒuləsli
cephalopod	séfələpàd
cephalous	séfələs
cephalization	sèfəlizéi∫ən
cephalocide	séfəlousaaid
cephalothorax	sèfəlouθɔ́ʒræks
segmental	ségméntl
segment	ségmənt
segment	ségmənt
segmentation	ségməntèi∫ən
segmentary	ségməntèri
segregation	ségrigèi∫ən
segregationist	sègrigéi∫ənist
segregate	ségrigèit
segregator	ségrigèitər
segregated	ségrigèitid
segregative	ségrigèitv
say	sei
satiate	séi∫ièit
satiatation	séi∫ièitei∫ən
satiated	séi∫ièitid
satiable	séi∫iəbəl
seance	séiaʒns
sabine	séibain
ceiba	séibə
sable	séibəl
saber	séibər
sabre	séibər
saberrattler	séibərrætlər
sabretache	séibərtæ̀∫
sabian	séibiən
sabin	séibin
sabled	séiblfi∫
seder	séidər
cedi	séidi
sadie	séidi
sadist	séidizt
sadomaso	séidoumǽsou
sage	seidʒ
sage	seidʒ
sage	seidʒ
sage	seidʒ
sagebrush	seidʒbrλ∫
sagebrusher	séidʒbrλ∫ər
sagely	séidʒli
safe	seif
safeblowing	séifblòuiŋ
safebreaker	séifbrèikər
safebreaking	séifbrèikiŋ
safedeposit	seifdipàzit
safealarm	séifəlàərm
safeguard	seifgàʒrd
safing	séifiŋ
safekeep	séifkíʒp
safekeeping	seifkíʒpiŋ
safecracker	seifkrǽkər
safeconduct	seifkάndʌkt
safelight	séiflàit
safely	seifli
safetyman	séifmæ̀n
safety	séifti
sago	séigou
segue	séigwei
sayest	séiist
sake	seik
saker	séikər
sacral	séikrəl
sacralize	séikrəlàiz
sacrum	séikrəm
sacred	séikrid
sacredly	séikridli
sacredness	séikridnis
sacring	séikriŋ
sail	seil
sale	seil
saline	séilain
salinity	séilainiti
sailboat	séilbòut
salable	séiləbəl
saleable	séiləbəl
salablility	séiləbiləti
saleability	sèiləbíləti
salable	séiləbl
saleaholic	sèiləhɔ́ʒlik
salem	séiləm
ceylonese	sèiləníʒz
sailer	séilər
sailor	séilər
sailorette	sèilərét
sailoring	séiləriŋ
sailorly	séilərli
sailfish	séilfi∫
salish	séili∫
salientian	sèilién∫iən
salience	séiliəns
salient	séiliənt
saliently	séiliəntli
salic	séilik
salique	séilik
sailing	séiliŋ
sailmaker	séilmèikər
sailoff	séilɔ̀ʒf
sailplane	séilplèin
salesgirl	séilzgə̀ʒrl
salesclerk	séilzklə̀ʒrk
saleslady	séilzlèidi
salesman	séilzmən
salesmanship	séilzmən∫ip
salesperson	séilzpə̀ʒrsn
saleswoman	séilzwùmən
same	seim
sejm	seim
samey	séimi
samian	séimiən
samink	séimiŋk
sane	sein
seine	sein
seine	sein
seiner	séinər
sailorman	séinfɔin
sanies	séiniìʒz
saneness	seinis
seigniory	séinjəri
seigniorage	séinjəridʒ
senor	seinjə́ʒr
senora	seinjə́ʒrə
segno	séinjou
seignior	seinjɔ́ər
senorita	sèinjɔ́ʒrə
seigniorial	seinjɔ́ʒriəl
sanely	séinli
saint	seint
saint	seint
saintship	séint∫ìp
saintdom	séintdəm
sainthood	seinthùd
sainted	seintid
saintlike	séintlaik
saintly	seintli
saintliness	séintlinis
saintpaulia	seintpɔ́ʒliə
sapor	séipər
sapiential	sèipién∫əl
sapience	séipiəns
sapient	séipiənt
sayso	séisòu
sayst	séist
sate	seit
sachem	séit∫əm
satanic	séitæ̀nik
satan	séitən
satanology	sèitənάlədʒi
sated	séitid
sateless	séitlis
satanist	séitn`zm
satanism	séitnìzm
satrap	séitræp
save	seiv
saveenergy	séivènərdʒi
savable	séivəbl
saver	seivər
savor	séivər
savory	séivəri
saveasyouearn	seivəzjuʒə̀ʒrn
saving	séiviŋ
savior	séivjər
savoirvivre	séivjərvíʒvrə
saveall	séivɔ̀ʒl
see	sek
section	sék∫ən
sectional	sék∫ənəl
sectionaliz	sék∫ənəlàiz
sectionally	sék∫ənəli
sectionalism	sék∫ənəlizəm
second	sékənd
secondbest	sékəndbést
seconddegree	sékənddigríʒ
secondgeneration	sékənddʒènəréi∫ən
secondarily	sèkəndérəli
secondary	sékəndèri
seconder	sékəndər
secondguess	sékəndgés
secondhand	sékəndhǽnd
secondincommand	sékəndinkəmæ̀nd
secondclass	sékəndklǽs
secondly	sékəndli
secondmark	sékəndmάərk
secondpair	sékəndpέər
secondrate	sékəndréit
secondstrike	sékəndstràik
secondsighted	sékəndsάitid
seconal	sékənɔ̀ʒl
secondrate	sékənréit
secondrater	sékənréitər
secondsourcing	sékənsɔ̀ərsiŋ
secondstory	sékənsyɔ́ʒri
secateurs	sékətə̀ʒrz
seccotine	sékətìʒnʒ
secular	sékjələr
secularize	sékjələriàiz
secularization	sékjələrizèi∫ən
secularism	sékjələrizəm
secularity	sèkjulǽrəti
secularistic	sèkjulərístik
secularly	sékjulərli
secco	sékou
secobarbital	sèkoubάərbətɔ̀ʒl
secretary	sékrətèri
secretarygeneral	sékrətèridʒénərəl
secretaryship	sékrətèriʒìp
secretaire	sèkrətέər
secretarial	sèkrətέəriəl
sex	seks
sexangular	seksǽŋgjələr
sexagesimal	séksədʒèsiməl
sexagenarian	séksədʒinɛəriən
sexy	séksi
sexism	séksizəm
sexless	sékslis
sexcentenary	seksséntənèri
sextan	sékstən
sexton	sékstən
sextant	sékstənt
sextillion	sekstíljən
sect	sekt
sectile	séktəl
sector	séktər
sectoral	séktərəl
sectary	séktəri
sectorial	sektɔ́ʒriəl
sectarian	sektέəriən
sectarianism	sektέəriənizəm
secundum	sekúndəm
cell	sel
sell	sel
sellout	sélàut
cellblock	sélblàk
seldom	séldəm
cella	sélə
celibacy	séləbəsi
celibate	séləbət
celibatarian	sèləbətέəriən
celebes	séləbìʒz
celebration	sèləbréi∫ən
celebrate	séləbrèit
celebrator	séləbrèitər
celebrated	séləbrèitid
celebrant	séləbrənt
celebratory	séləbrətɔ̀ːri
celadon	sélədàn
cellophane	séləfèin
selenite	sélənàit
selenology	sélənàlədʒi
celandine	séləndàin
selenate	sélənèit
celanese	sélənìʒz
selenodesy	sèlənάdəsi
selenography	sèlənάgrəfi
cella	sélər
seller	sélər
cellarer	sélərər
celery	séləri
cellarage	séləridʒ
cellarman	sélərmən
sellotape	sélətéip
selloptape	sélətèip
celotex	séləteks
self	self
selfabnegation	sélfæ̀bnigéi∫ən
selfadhesive	sélfædhíʒsiv
selfaffirmation	sélfæ̀fərméi∫ən
selfaction	sélfǽk∫ən
selfaccusation	sélfæ̀kjuzéi∫ən
selfactualize	sélfǽkt∫uəlàiz
selfactualization	sélfæ̀kt∫uəlizéi∫ən
selfactor	sélfǽktər
selfactivating	sélfǽktəvèitiŋ
selfacting	sélfǽktiŋ
selfactivity	sélfæktívəti
selfantigen	sélfǽntidʒən
selfapprobation	sélfæ̀prəbéi∫ən
selfbegotten	sélfbigάtn
selfbinder	sélfbάindər
selfdefeating	sélfdifdifíʒtiŋ
selfdefensive	sélfdifénsiv
selfdenying	sélfdinάiiŋ
selfdependence	sélfdipéndəns
selfdirected	sélfdiréktid
selfdeception	sélfdisép∫ən
selfdeceit	sélfdisíʒt
selfdeceiveived	sélfdisíʒvd
selfdiscovery	sélfdiskλvəri
selfdisplay	sélfdispléi
selfdestruction	sélfdistrλk∫ən
selfdestruct	sélfdistrλkt
selfdestuctive	sélfdistrλktiv
selfdistrust	sélfdistrλst
selfdetermined	sélfditə́ʒrmind
selfdetermining	sélfditə́ʒrminŋ
selfdevotion	sélfdivóu∫ən
selfdealing	sélfdíʒliŋ
selfgenerating	sélfdʒénərèitiŋ
selfjustification	sélfdʒλstəfikéi∫ən
selfdoubt	sélfdάiv
selfeducacement	sélfèdʒukéi∫ən
selfexiled	sélfégzaild
selfexecuting	sélféksikjùʒtiŋ
selfassurance	sélfə∫úərd
selfassured	sélfə∫úərd
selfabandoned	sélfəbǽndənd
selfabandonement	sélfəbǽndənmənt
selfabasement	sélfəbéismənt
selfabhorrence	sélfəbhɔ́ʒrəns
selfabuse	sélfəbjúʒs
selfabsorbed	sélfəbsɔ́ərbd
selfabsorption	sélfəbsɔ́ərp∫n
selfadvertisement	sélfədvǽnsmənt
selfadjusting	sélfədʒλstiŋ
selfaffected	sélfəféktid
selfaggrandizement	sélfəgrǽndizmənt
selfaccusing	sélfəkjúʒziŋ
selfaccusing	sélfəkjúʒziŋ
selfanalysis	sélfənǽləsis
selfannihilation	sélfənàiəléi∫ən
selfopinioned	sélfəpínjənd
selfopinionated	sélfəpínjənèitid
selfapplauding	sélfəplɔ́ʒdiŋ
selfapplause	sélfəplɔ́ʒz
selfappointed	sélfəpɔ́intid
selfassertion	sélfəsə́ʒr∫ən
selfasserting	sélfəsə́ʒrtiŋ
selfassertive	sélfəsə́ʒrtiv
selfassumed	sélfəsúʒmd
selfassumption	sélfəsλmp∫ən
selfaware	sélfəwέər
selfawareness	sélfəwέərnis
selfburning	sélfə́ʒrniŋ
selffanning	sélffǽniŋ
selffertile	sélffə́ʒrtl
selfinduction	sélffindλk∫ən
selffeeder	sélffíʒdər
selfrecording	sélffrikɔ́ərdiŋ
selfrighting	sélffrάitiŋ
selffulfilling	sélffulfíliŋ
selffulfillment	sélffulfílmənt
selfgoverning	sélfgλvərnmənt
selfhumiliation	sélfhipnóusis
selfidentity	sélfhjuʒmìliéi∫ən
selfhood	sélfhùd
selfhardening	sélfhάərdinŋ
selfish	sélfi∫
selfishly	sélfi∫li
selfeffacing	sélfiféisiŋ
selfeffacment	sélfiféismənt
selfexistence	sélfigzístəns
selfexistent	sélfigzístənt
selfexpiaining	sélfikspléiniŋ
selfextinguishing	sélfikstíŋgwi∫iŋ
selfexcited	sélfiksάitid
selfimmolation	sélfìməléi∫ən
selfimposed	sélfimpóuzd
selfimportant	sélfimpɔ́ərtnt
selfimproving	sélfimprúʒviŋ
selfinduced	sélfindjúʒst
selfindulgence	sélfindλldʒəns
selfindulgent	sélfinflíktid
slefincriminating	sélfinkrímənèitiŋ
selfinterested	sélfíntəristid
selfconsciousness	sélfkànsikréi∫ən
selfcontradiction	sélfkàntrədík∫ən
selfcontradictory	sélfkàntrədíktəri
selfcollected	sélfkəléktid
selfcollected	sélfkəmǽnd
selfcommunion	sélfkəmjúʒnjən
selfcomplacence	sélfkəmpléisns
selfcomplacent	sélfkəmpléisnt
selfcomposed	sélfkəmpóuzd
selfcondemned	sélfkəndémd
selfcongratulation	sélfkəngræ̀t∫uléi∫ən
selfconcerned	sélfkənsə́ʒnd
selfconsistency	sélfkənsístənsi
selfconsistent	sélfkənsístənt
selfconceit	sélfkənsíʒt
selfconceited	sélfkənsíʒtid
selfconsuming	sélfkənsúʒmiŋ
selfcontained	sélfkəntéind
selfcontempt	sélfkəntémpt
selfcontent	sélfkəntént
selfcontentment	sélfkənténtid
selfcontentment	sélfkənténtmənt
selfcontrol	sélfkəntróul
selfcorrecting	sélfkəréktiŋ
selfclosing	sélfklóuziŋ
selfcriticism	sélfkrítisìzm
selfquestioning	sélfkwést∫əniŋ
selfconscious	sélfkάn∫əs
selfconfidence	sélfkάnfədens
selfconfident	sélfkάnfədənt
selfconsequence	sélfkάnsikwèns
selfconstituted	sélfkάnstətjùʒtid
selfcolored	sélfkλlərd
selfculture	sélfkλlt∫ər
selfliquidating	sélflíkwidèitiŋ
selfless	sélflis
selfless	sélflis
selfloading	sélflóuiŋ
selflocking	sélflάkiŋ
selflove	sélflλv
selfmade	sélfméid
selfmailer	sélfméilər
selfmailing	sélfméiliŋ
selfmurder	sélfmə́ʒrdər
selfmortification	sélfmɔ̀ərtəfikéi∫ən
selfmocking	sélfmάkiŋ
selfness	sélfnis
slefnoise	sélfnɔ́iz
selfknowledge	sélfnάlidʒ
selfordained	sélfɔərdéind
selftaught	sélfɔ́ʒt
selfperpetuating	sélfpàlənéi∫ən
selfpay	sélfpéi
selfpossession	sélfpəzé∫ən
selfportrait	sélfpɔ́ərtrit
selfpraise	sélfpréiz
selfpreservation	sélfprèzərvéi∫ən
selfpronouncing	sélfprənάunsiŋ
selfpropelled	sélfprəpéld
selfpublished	sélfpλbli∫t
selfrecognition	sélfrékəgní∫ən
selfreplication	sélfrèpləkéi∫ən
selfreplicating	sélfrépləkèitiŋ
selfrevelation	sélfrèvəléi∫ən
selfrverence	sélfrévərəns
selfregard	sélfrigάərd
selfreliance	sélfrilάiəns
selfreliant	sélfrilάiənt
selfrenunciation	sélfrinλnsiéi∫ən
selfrespecting	sélfrispéktiŋ
selfrevealing	sélfrivíʒliŋ
selfrule	sélfrúʒl
selfrighteous	sélfrάit∫əs
selfrising	sélfrάiziŋ
selfsacrificeing	sélfsǽkrəfàisiŋ
selfsatisfaction	sélfsæ̀tisfǽk∫ən
selfsatisfied	sélfsǽtisfàid
selfsatisfying	sélfsǽtisfàiiŋ
selfsame	sélfséim
selfsame	sélfsèim
selfcentered	sélfséntərd
selfsufficiency	sélfsəfí∫ənsi
selfsufficient	sélfsəfí∫ənt
selfsupport	sélfsəpɔ́ərt
selfsupporting	sélfsəpɔ́ərtiŋ
selfsustained	sélfsəstéind
selfsustaining	sélfsəstéiniŋ
selfserving	sélfsə́ʒrviŋ
selfseeking	sélfsíʒkiŋ
selfsealing	sélfsíʒliŋ
selfslaughter	sélfslɔ́ʒtər
selfsown	sélfsóun
selfsterile	sélfstérəl
selfsteering	sélfstíəriŋ
selfstick	sélfstík
selfstimulation	sélfstìmjuléi∫ən
selfstarter	sélfstάərtər
selfstyled	sélfstάild
selfstudy	sélfstλdi
selftorture	sélftɔ́ərt∫ər
selftimer	sélftάimər
selfwilled	sélfwíld
selling	séliŋ
bestselling	sèliŋ
selene	sélìʒniʒ
cellularity	sèljulǽrəti
cellulite	séljulàit
cellulation	sèljuléi∫ən
cellulase	séljulèis
cellular	séljulər
cellularized	séljuləràizd
cellulose	séljulòus
celluloid	séljulɔ̀id
cellulitis	sèljulάitis
cellule	séljuʒl
celsius	sélsiəs
celt	selt
celt	selt
celtuce	séltəs
celtic	séltik
celticism	séltisìzm
selvage	sélvidʒ
selvagee	sélvidʒí
selves	selvz
semite	sémait
semblance	sémbləns
semaphoric	séməfɔ́ʒrik
semaphore	séməfλʒr
semolina	séməlíʒnə
seminar	sémənàər
semination	sémənéi∫ən
semination	sèmənéi∫ən
seminate	sémənèit
seminary	sémənèri
seminarist	sémənərist
seminiferous	sèmənífərəs
seminal	sémənl
seminar	sémənnàʒʒr
seminole	sémənóul
seminole	sémənòul
seminole	sémənòul
seminarian	sèmənέəriən
cemetery	sémətèri
semitist	sémətist
semitism	sémətìzm
semitohamitic	sémətouhæmítik
semi	sèmi
semiaxis	sèmiǽksis
semiarid	sèmiǽrid
semidiameter	sèmidaiǽmətər
semidiurnal	sèmidaiə́ʒrnl
semidaily	sèmidéili
semidemisemiquaver	sèmidèmisémikwèivər
semidivine	sèmidivάin
semidome	sémidòum
semidominant	sèmidάmənənt
semifinalist	sèmifíni∫t
semifluid	sèmiflúʒid
semiformal	sèmifɔ́ərməl
semifarming	sèmifάərmiŋ
semifinalist	sèmifάinəlist
semiconservative	sèmikənsə́ʒrvətiv
semiclassic	sèmiklǽsik
semicoma	sèmikóumə
semiquaver	sémikwèivər
semiconscious	sèmikάn∫əs
semiliterate	sèmilítərət
semilethal	sèmilíʒθəl
semimonthly	sèmimλnθli
semiautomated	sèmiɔ́ʒtəmèitid
semipermanent	sèmipə́ʒrmənənt
semipostal	sèmipré∫əs
semiprivate	sèmiprάivət
semipublic	sèmipλblik
semiretirement	sèmiritάiərmənt
semicivilized	sèmisívəlàizd
semirigid	sèmisíʒld
semiskilled	sèmiskíd
semisweet	sèmiswíʒt
semitrailer	sémitrèilər
semitropical	sèmitrάpikəl
semitropics	sèmitrάpiks
semivocal	sèmivóukəl
smell	seml
seminiferous	sémnífərəs
sempiternal	sémpitə́ʒrnəl
semplice	sémplət∫èi
sempre	sémprei
sempstress	sémpstris
sensational	sen∫ənəl
sentient	sén∫ənt
censure	sén∫ər
censurable	sén∫ərəbl
censurer	sén∫ərər
sensuality	sèn∫uǽləti
sensualize	sén∫uəlàiz
sensually	sén∫uəli
sensualist	sén∫uəlist
sensualization	sèn∫uəlizéi∫ən
sensualism	sén∫uəlìzm
sennight	sénait
send	send
sender	séndər
sendup	séndλp
senna	sénə
seneschal	sénə∫əl
cenobite	sénəbàit
cenobitism	sénəbàitizm
senary	sénəri
cenosphere	sénəsfìər
senate	sénət
cenotaph	sénətæ̀f
senator	sénətər
senatorial	sènətɔ́ʒriəl
seneschal	séni∫əl
senegambia	sènigǽmbiə
senegal	sénigɔ́ʒl
seneca	sénikə
seneca	sénikə
cenacle	sénikl
senner	sénit
sennit	sénit
senhorita	sènjəríʒtə
sentimental	sénméntl
sentimentalism	sénméntlizəm
septan	sénptən
cense	sens
sense	sens
sensedatum	sénsdéitəm
sensation	senséi∫ən
sensationalize	senséi∫ənəlàiz
sensationally	senséi∫ənəli
sensationalist	senséi∫ənəlist
sensationalism	senséi∫ənəlìzm
sensate	sénseit
sensible	sénsəbəl
sensibly	sénsəbli
censer	sénsər
censor	sénsər
sensor	sénsər
censorship	sénsər∫ìp
sensurround	sénsəràund
censorable	sénsərəbl
sensory	sénsəri
sensorimotor	sènsərimóutər
census	sénsəs
sensitizer	sénsətàizər
sensitivity	sénsətívəti
sensitization	sènsətizéi∫ən
sensitize	sénsətάiz
senseful	sénsfəl
senseless	senslis
senselessly	senslisli
senselessness	senslisnis
censorial	sensɔ́ʒriəl
sensorial	sensɔ́ʒriəl
sensorium	sensɔ́ʒriəm
censorious	sensɔ́ʒriəs
cent	sent
scent	sent
sent	sent
century	sént∫əri
scentbag	séntbæ̀g
scentbottle	séntbàtl
sententious	sentén∫əs
sentential	sentén∫iəl
centenary	senténəri
centennial	senténiəl
centesimal	sentésəməl
centibar	séntəbàər
centigramme	séntəgræ̀m
centigrade	séntəgrèid
centiliter	séntəlìʒtər
centum	séntəm
sentimentality	séntəmentǽləti
sentimentalize	sèntəméntəlàiz
sentimentalist	sèntəméntəlit
centimillionaire	séntəmiljənέər
centimo	séntəmòu
sentimo	séntəmòu
sentence	séntəns
centenarian	sèntənέəriən
centipede	séntəpìʒd
centipoise	séntəpɔ̀iz
centre	séntər
centerboard	séntərbɔ̀əd
centered	séntərd
centerfold	séntərfòuld
centering	séntəriŋ
centerpivot	séntərpìvət
centerpiece	séntərpìʒs
centersecond	séntərsèkənd
centisecond	séntəsèkənd
centistere	séntəstìər
centare	séntɛər
scented	séntid
centiare	séntiɛər
centillion	sentíljən
sentinel	séntinl
senti	séntiʒ
centurion	sentjúəriən
centurial	sentjúriəl
centuple	séntjuʒpl
centuplicate	sentjúʒpləkèit
cental	séntl
centner	séntnər
cento	séntou
centaur	séntɔər
centaury	séntɔʒri
centrality	séntrǽləti
centralia	sentréiljə
centra	séntrə
centrifuge	séntrəfjùʒdʒ
central	séntrəl
centralization	séntrəlàiz
centrally	séntrəli
centralism	séntrəlìzm
centrosphere	séntrəsfìər
centrosome	séntrəsòum
sentry	séntri
centrifugal	sentrífjugəl
centrifugally	sentrífjugəli
centric	séntrik
centrically	séntrikəli
centriole	séntriòul
centripetal	sentrípətl
centricity	sentrísəti
centrist	séntrist
centrism	séntrizm
centroid	séntrɔid
centavo	sentάʒvou
sepulture	sépəlt∫ər
separation	sépəréi∫ən
separate	sépərèit
separability	sèpərəbíləti
separable	sépərəbl
separatist	sépərətist
separatism	sépərətízəm
sepsis	sépsis
sept	sept
septate	sépteit
septembrist	septémbrist
septennial	septéniəl
septennium	septéniəm
